markerid	chr	pos	lod
chr6_8186365	6	40.4990439	0.64615711
chr6_8244683	6	40.4990449	0.646157109
chr6_8190632	6	40.4990459	0.646157108
chr6_8310710	6	40.51827816	0.61991869
chr6_8183913	6	40.51827916	0.61991739
chr6_8310704	6	40.51828016	0.619916091
chr6_8310734	6	40.60623928	0.409593072
chr6_8321502	6	40.69425373	0.36782526
chr6_8332133	6	40.69717373	0.366197223
chr6_8344345	6	40.70002768	0.419837737
chr6_8351597	6	40.91756833	0.419941984
chr6_8351407	6	40.92046731	0.333018181
chr6_8517221	6	41.11984677	0.332624482
chr6_8517276	6	41.11984777	0.33262448
chr6_8719621	6	41.18852761	0.267394965
chr6_8719366	6	41.18852861	0.267394395
chr6_8719363	6	41.18852961	0.267393826
chr6_8456181	6	41.18853061	0.267393257
chr6_8769118	6	41.18853161	0.267392688
chr6_8376511	6	41.18853261	0.267392118
chr6_8718916	6	41.18853361	0.267391549
chr6_8791289	6	41.18853461	0.26739098
chr6_9053164	6	41.19193453	0.265632437
chr6_8926199	6	41.19193553	0.265631972
chr6_10266919	6	41.19533545	0.226981639
chr6_10266963	6	41.21630427	0.324545755
chr6_10276847	6	41.21965916	0.339216863
chr6_10276843	6	41.21966016	0.339216444
chr6_10276822	6	41.21966116	0.339216024
chr6_8727792	6	41.22867434	0.363446234
chr6_10296991	6	41.26514611	0.437593783
chr6_11088715	6	41.26514711	0.43759671
chr6_8926196	6	41.26514811	0.437599638
chr6_11090590	6	41.26514911	0.437602565
chr6_9052543	6	41.26515011	0.437605492
chr6_11097735	6	41.33411858	0.588603502
chr6_11097877	6	41.85775401	0.869004455
chr6_11097879	6	41.86418144	1.301813691
chr6_11235878	6	42.01381782	1.365184513
chr6_11235859	6	42.01639343	1.549121906
chr6_11278849	6	42.01639443	1.54912191
chr6_11278851	6	42.03010134	1.147511776
chr6_11278736	6	42.04662004	1.095141806
chr6_11234807	6	42.04662104	1.095138429
chr6_11292167	6	42.23051942	0.367557561
chr6_11292222	6	42.62591617	0.479170275
chr6_11499805	6	43.05302862	0.611448785
chr6_11499875	6	44.38570936	0.772160665
chr6_11550318	6	44.55842883	0.53797376
chr6_11550180	6	44.55842983	0.537973412
chr6_11508217	6	44.55843083	0.5379731
chr6_11608833	6	44.56512245	0.534503366
chr6_11571162	6	44.56512345	0.53450315
chr6_11568448	6	44.56512445	0.534502935
chr6_11566769	6	44.56512545	0.53450272
chr6_11566956	6	44.56512645	0.534502505
chr6_11568478	6	44.56512745	0.53450229
chr6_11550349	6	44.56512845	0.534502075
chr6_11583336	6	44.56512945	0.53450186
chr6_11610395	6	44.6970271	0.506178423
chr6_11622346	6	44.85848745	0.597506882
chr6_11622348	6	44.86108622	0.60090223
chr6_11613113	6	44.86265094	0.602398123
chr6_11610696	6	44.86604443	0.549283501
chr6_11610433	6	44.86604543	0.549284315
chr6_11610446	6	44.86604643	0.549285131
chr6_11913142	6	44.86604743	0.549285946
chr6_11613213	6	44.86604843	0.549286761
chr6_11631527	6	44.86604943	0.549287576
chr6_11627544	6	44.86605043	0.549288392
chr6_11610730	6	44.86605143	0.549289207
chr6_11629827	6	44.86605243	0.549290023
chr6_11610709	6	44.86605343	0.549291938
chr6_11985241	6	45.20239726	0.243018292
chr6_11985227	6	45.20239826	0.243017564
chr6_11985239	6	45.20239926	0.243017383
chr6_11985244	6	46.53508043	0.181169261
chr6_11985250	6	47.86776117	0.275131871
chr6_11985548	6	49.20044191	0.28240139
chr6_12005412	6	49.53493511	0.30071252
chr6_12033852	6	49.53493611	0.300712592
chr6_12039623	6	49.53493711	0.300712664
chr6_12005409	6	49.53493811	0.300712737
chr6_12125442	6	50.24842901	0.200572091
chr6_12123328	6	50.24843001	0.200571753
chr6_12122476	6	50.24843101	0.200571416
chr6_12123028	6	50.24843201	0.200570953
chr6_12024841	6	50.24843301	0.200570492
chr6_12121760	6	50.24843401	0.20057003
chr6_12035497	6	50.24843501	0.200569569
chr6_12122484	6	50.24843601	0.200566499
chr6_12024844	6	50.24843701	0.16265714
chr6_12121751	6	50.24843801	0.162654331
chr6_12005410	6	50.24843901	0.162653935
chr6_12036190	6	50.24844001	0.162651125
chr6_12036143	6	50.24844101	0.129236207
chr6_12123025	6	50.24844201	0.12923387
chr6_12130461	6	50.48672745	0.119053182
chr6_12130460	6	50.48672845	0.119053359
chr6_12132709	6	50.62142116	0.119055784
chr6_12132715	6	50.6241949	0.119169272
chr6_12299003	6	50.7832106	0.118404111
chr6_12298973	6	50.7832116	0.1184044
chr6_12406381	6	52.11589234	0.069158822
chr6_12406379	6	52.11589334	0.069158793
chr6_12391429	6	52.11734312	0.068327168
chr6_12391425	6	52.11734412	0.075201006
chr6_12454898	6	52.25869528	0.020263934
chr6_12454917	6	52.25869628	0.020263936
chr6_12458129	6	52.2662088	0.019382259
chr6_12458618	6	52.38393262	0.021285264
chr6_12458717	6	52.73510777	0.004119587
chr6_12458745	6	52.73656741	0.004082649
chr6_12462792	6	52.82393038	0.004085445
chr6_12602843	6	52.84360568	0.030114796
chr6_12603769	6	52.84360668	0.030116847
chr6_12603746	6	52.84360768	0.030118897
chr6_12603778	6	52.84360868	0.030120948
chr6_12610467	6	52.85762224	0.063268781
chr6_12794872	6	52.85762324	0.063268781
chr6_12840012	6	52.95461685	0.062413026
chr6_13156507	6	53.04952479	0.284189353
chr6_13158451	6	53.04952579	0.284189342
chr6_13191415	6	53.04952679	0.284189331
chr6_13158452	6	53.04952779	0.28418932
chr6_13065134	6	53.04952879	0.28418931
chr6_13158517	6	53.04952979	0.284189299
chr6_13054424	6	53.04953079	0.284189288
chr6_13065408	6	53.04953179	0.284189277
chr6_13065405	6	53.04953279	0.284189265
chr6_13065404	6	53.04953379	0.284189254
chr6_13158415	6	53.04953479	0.284189243
chr6_12977986	6	53.07506095	0.272771346
chr6_12975419	6	53.07506195	0.272771333
chr6_12840032	6	53.07506295	0.272555866
chr6_13060602	6	53.07506395	0.272555852
chr6_12916996	6	53.07506495	0.272555837
chr6_13365630	6	53.40163619	0.369256332
chr6_13202765	6	53.53430112	0.262956308
chr6_13137382	6	53.53430212	0.262954198
chr6_13202744	6	53.53430312	0.262951881
chr6_13302254	6	53.53764557	0.121190214
chr6_13203017	6	53.53764657	0.121189502
chr6_13302256	6	53.53764757	0.121188796
chr6_13202909	6	53.53764857	0.12118974
chr6_13203130	6	53.53764957	0.147441954
chr6_13205294	6	53.53765057	0.147442798
chr6_13203035	6	53.53765157	0.175822666
chr6_13202804	6	53.53765257	0.175823355
chr6_13202960	6	53.53765357	0.205241387
chr6_13203140	6	53.53765457	0.182304787
chr6_13202942	6	53.53765557	0.182303024
chr6_13203026	6	53.53765657	0.182301828
chr6_13205466	6	53.53765757	0.182297373
chr6_13203134	6	53.53765857	0.130267917
chr6_13461946	6	53.54476922	0.052801046
chr6_13461943	6	53.54477022	0.052801524
chr6_13396528	6	53.54477122	0.052802002
chr6_13483532	6	53.55149972	0.09767657
chr6_13486476	6	53.55150072	0.097676593
chr6_13486868	6	53.55150172	0.097676616
chr6_13453895	6	53.55150272	0.097676639
chr6_13599200	6	53.55150372	0.097676662
chr6_13483818	6	53.55150472	0.097676684
chr6_13483530	6	53.55150572	0.097676707
chr6_13486621	6	53.55150672	0.09767673
chr6_13581091	6	53.55150772	0.097676753
chr6_13587347	6	53.55150872	0.097676776
chr6_13488153	6	53.55150972	0.097676799
chr6_13604483	6	53.55151072	0.097676821
chr6_13483565	6	53.55151172	0.097676844
chr6_13489586	6	53.55151272	0.097676867
chr6_13483533	6	53.55151372	0.09767689
chr6_13486588	6	53.55151472	0.097676912
chr6_13663715	6	53.55824366	0.097751287
chr6_13663670	6	53.56506395	0.097674704
chr6_13695518	6	53.62645486	0.089313174
chr6_13528110	6	53.62645586	0.089313014
chr6_13471455	6	53.62645686	0.089312982
chr6_13702713	6	53.62645786	0.089312963
chr6_13495244	6	53.62645886	0.089516302
chr6_13566243	6	53.62645986	0.089516282
chr6_13493880	6	53.62646086	0.089516246
chr6_13495013	6	53.62646186	0.089506416
chr6_13716788	6	53.9280835	0.142994106
chr6_13719669	6	55.26076424	1.111257938
chr6_13719648	6	55.26076524	1.111258289
chr6_13719679	6	55.26076624	1.111143683
chr6_13720083	6	55.26233225	0.469569115
chr6_13719972	6	55.26712262	0.468588868
chr6_13720312	6	55.42198069	0.46009698
chr6_13721182	6	55.60074103	0.549679878
chr6_13721380	6	55.68233762	0.688026341
chr6_13848058	6	55.68538157	0.690003745
chr6_13776175	6	55.68802965	0.359916579
chr6_13776178	6	55.68803065	0.35988752
chr6_13848075	6	55.94696868	0.273864789
chr6_13848073	6	55.94843862	0.245439419
chr6_13851246	6	56.32178547	0.350251248
chr6_13851253	6	56.32640471	0.350248132
chr6_13907681	6	56.32640571	0.350248131
chr6_13968289	6	56.33596358	0.03436918
chr6_13968318	6	56.55036521	0.100175675
chr6_13968863	6	57.88304595	0.231491764
chr6_14003194	6	57.88304695	0.231491802
chr6_13968868	6	57.88459066	0.231646892
chr6_14017612	6	58.23262036	0.289440781
chr6_14017348	6	58.23262136	0.2894409
chr6_14003198	6	58.23262236	0.289442605
chr6_14017690	6	58.24118864	0.241205517
chr6_14017839	6	58.25855524	0.189667669
chr6_14018014	6	58.27568724	0.179660881
chr6_14099988	6	58.27568824	0.179660112
chr6_14100097	6	58.27568924	0.179660262
chr6_14017949	6	58.27569024	0.179659493
chr6_14020965	6	58.27569124	0.169181884
chr6_14099981	6	58.27569224	0.169171891
chr6_14088580	6	58.27569324	0.169162371
chr6_14099888	6	58.27569424	0.050040031
chr6_14018436	6	58.27569524	0.05003466
chr6_14017855	6	58.27569624	0.050034727
chr6_14100001	6	58.27569724	0.050034915
chr6_14020498	6	58.68662524	0.218481229
chr6_14020790	6	58.68662624	0.218481175
chr6_14195714	6	58.78423359	0.213953035
chr6_14197916	6	58.94408004	0.238963247
chr6_14195765	6	58.94551137	0.239469608
chr6_14196642	6	58.94551237	0.239469908
chr6_14208057	6	59.10518427	0.233575083
chr6_14301985	6	59.50425957	0.220153656
chr6_14264315	6	59.50426057	0.220153899
chr6_14264314	6	59.50426157	0.220154143
chr6_14264302	6	59.50426257	0.220154386
chr6_14209884	6	59.50426357	0.220154629
chr6_14477475	6	59.50426457	0.220154872
chr6_14265376	6	59.50426557	0.220155116
chr6_14265349	6	59.50426657	0.220155359
chr6_14209912	6	59.50426757	0.220155602
chr6_14265379	6	59.50426857	0.220155845
chr6_14268046	6	59.50426957	0.220156089
chr6_14478217	6	59.50427057	0.220156332
chr6_14456300	6	59.77816772	0.278112653
chr6_14478373	6	59.7837348	0.277725613
chr6_14478388	6	59.7837358	0.277725544
chr6_14476742	6	59.7837368	0.277725474
chr6_14480491	6	59.85674624	0.272638809
chr6_14652682	6	59.98339304	0.559657018
chr6_14597988	6	59.98339404	0.559659963
chr6_14693162	6	59.98339504	0.559662907
chr6_14654352	6	59.98339604	0.559665852
chr6_14652660	6	59.98339704	0.559668796
chr6_14597977	6	59.98339804	0.55967174
chr6_14596992	6	59.98339904	0.559674685
chr6_14480493	6	59.98340004	0.559677629
chr6_14952677	6	59.98340104	0.559680574
chr6_14480907	6	59.98340204	0.559683518
chr6_14851280	6	59.98340304	0.559686463
chr6_14836743	6	59.98340404	0.559689407
chr6_15166129	6	59.99943252	0.606171315
chr6_14597960	6	60.19554001	0.559368306
chr6_14565732	6	60.19554101	0.559367604
chr6_14597056	6	60.19554201	0.5593672
chr6_14970936	6	60.20114212	0.557220374
chr6_15181431	6	60.20114312	0.557220011
chr6_14970687	6	60.20114412	0.557219649
chr6_14970976	6	60.20114512	0.557219286
chr6_15099607	6	60.20114612	0.557218924
chr6_15181490	6	60.3681674	0.578188023
chr6_15183103	6	60.63266894	0.796659304
chr6_15191732	6	60.7651992	0.832870975
chr6_15424867	6	60.95430427	0.808479822
chr6_15424885	6	60.95430527	0.808479771
chr6_15196498	6	60.95430627	0.808479824
chr6_15196331	6	60.95430727	0.808479878
chr6_15195908	6	60.95430827	0.808479931
chr6_15196537	6	60.95430927	0.808479985
chr6_15424936	6	60.95431027	0.808480049
chr6_15436198	6	61.32230633	0.879589175
chr6_15448951	6	61.71967724	1.120361516
chr6_15448987	6	61.71967824	1.120358601
chr6_15448977	6	61.71967924	1.088507444
chr6_15448953	6	61.71968024	1.088506659
chr6_15448937	6	61.71968124	1.088506866
chr6_15455538	6	62.18614571	1.144087823
chr6_15455525	6	62.18760535	1.146804975
chr6_15555347	6	62.35387781	1.173780201
chr6_15555501	6	62.35387881	1.173779397
chr6_15592982	6	62.43421962	0.624266018
chr6_15577362	6	62.43422062	0.624260595
chr6_15555845	6	62.43422162	0.624255171
chr6_15592812	6	62.43422262	0.624249748
chr6_15591630	6	62.43422362	0.624244325
chr6_15592658	6	62.49755824	0.574044638
chr6_15627033	6	62.66245226	0.546130635
chr6_15627020	6	62.66245326	0.546131224
chr6_15673258	6	63.12745437	0.248153946
chr6_15673265	6	63.12745537	0.248153701
chr6_15677397	6	63.51431127	0.25385411
chr6_15677404	6	63.51724971	0.185336969
chr6_15677653	6	64.23923771	0.185146086
chr6_15679377	6	64.2438561	0.150628804
chr6_15679441	6	64.39710285	0.157520215
chr6_15679458	6	64.51812695	0.164031227
chr6_15679558	6	64.84895917	0.073273726
chr6_15679550	6	64.8548565	0.025120454
chr6_15679563	6	65.2235658	0.069991567
chr6_15679562	6	65.22954547	0.239666823
chr6_15679866	6	66.07232754	0.390900818
chr6_15694094	6	66.5750449	0.188824499
chr6_15694124	6	66.5750459	0.188824038
chr6_15694093	6	66.5750469	0.188823577
chr6_15694127	6	66.5750479	0.188823116
chr6_15694121	6	66.5750489	0.188822655
chr6_15781420	6	66.8916614	0.074934024
chr6_15883609	6	67.21262624	0.088436257
chr6_15887245	6	67.21262724	0.088436257
chr6_15889493	6	67.7084494	0.088434636
chr6_16052682	6	67.83597327	0.080721741
chr6_16273837	6	67.83798403	0.080867849
chr6_15974079	6	68.01857485	0.044520086
chr6_16372220	6	68.01857585	0.044519915
chr6_16372784	6	68.01857685	0.044519743
chr6_16371869	6	68.01857785	0.044519571
chr6_16371007	6	68.01857885	0.044519399
chr6_16393041	6	68.01857985	0.044519228
chr6_16388419	6	68.01858085	0.044519056
chr6_16372219	6	68.01858185	0.044518884
chr6_16330696	6	68.01858285	0.044518713
chr6_15925025	6	68.01858385	0.044518541
chr6_16373298	6	68.01858485	0.044518369
chr6_16371019	6	68.01858585	0.044518197
chr6_16392740	6	68.01858685	0.044518026
chr6_16392764	6	68.01858785	0.044517854
chr6_16400904	6	68.29584317	0.053050085
chr6_16414339	6	68.42823962	0.055795135
chr6_16636550	6	68.42824062	0.05579516
chr6_16736755	6	68.43305244	0.055915321
chr6_16419392	6	68.48987957	0.134212626
chr6_16587549	6	68.48988057	0.134214487
chr6_16599748	6	68.48988157	0.134216348
chr6_16828603	6	68.48988257	0.134218226
chr6_16589064	6	68.48988357	0.134220087
chr6_16737293	6	68.48988457	0.13397914
chr6_16589092	6	68.48988557	0.133980998
chr6_16589408	6	68.48988657	0.133982872
chr6_16401082	6	68.48988757	0.133984747
chr6_16737349	6	68.57126672	0.28683433
chr6_16737368	6	68.57126772	0.286833964
chr6_16934864	6	68.57377385	0.38793836
chr6_16740162	6	68.57377485	0.495108332
chr6_16737583	6	68.57377585	0.495115958
chr6_16807128	6	68.57377685	0.495116572
chr6_16881003	6	68.57377785	0.495117185
chr6_16944145	6	68.65252621	0.508326696
chr6_16944169	6	68.65252721	0.508325384
chr6_17052514	6	68.77776211	0.490569804
chr6_17052511	6	68.77776311	0.490569903
chr6_17059904	6	68.88963007	0.475687904
chr6_17067599	6	68.93660954	0.338853678
chr6_17068935	6	68.97710469	0.382979803
chr6_17068244	6	68.97710569	0.331072465
chr6_17067848	6	68.97710669	0.331070807
chr6_17073012	6	68.98008588	0.363452393
chr6_17131797	6	69.60308008	0.40166609
chr6_17329077	6	69.86450479	0.310770587
chr6_17133725	6	69.88028751	0.294261482
chr6_17133728	6	69.88028851	0.294260442
chr6_17340102	6	70.19481877	0.203913877
chr6_17360954	6	70.19481977	0.203914107
chr6_17360964	6	70.36885635	0.1954928
chr6_17361003	6	70.54908561	0.135917601
chr6_17361568	6	71.88176636	0.071690193
chr6_17436046	6	72.10058122	0.110930671
chr6_17418333	6	72.10058222	0.110931231
chr6_17497439	6	72.10058322	0.110931765
chr6_17435889	6	72.10058422	0.110932299
chr6_17402236	6	72.10058522	0.110932832
chr6_17435894	6	72.10058622	0.110933374
chr6_17498758	6	72.10351652	0.676615449
chr6_17607162	6	72.16935669	1.011312593
chr6_17547044	6	72.17927054	0.83799165
chr6_17548701	6	72.17927154	0.837964153
chr6_17546915	6	72.17927254	0.837937129
chr6_17548718	6	72.17927354	0.837910102
chr6_17621318	6	72.17927454	0.837882601
chr6_17639505	6	72.19519108	0.325511919
chr6_17686524	6	72.33870554	0.32604123
chr6_17686513	6	72.33870654	0.326041236
chr6_17686781	6	72.47504059	0.34546349
chr6_17686873	6	72.48441533	0.345475296
chr6_17687261	6	72.48441633	0.348261641
chr6_17686895	6	72.48441733	0.348261649
chr6_17687598	6	72.48441833	0.348261468
chr6_17687603	6	72.48441933	0.348260759
chr6_17686821	6	72.48442033	0.348260599
chr6_17687616	6	72.66941581	0.214522837
chr6_17687634	6	72.76283594	0.448435795
chr6_17687626	6	72.76283694	0.448438305
chr6_17687617	6	72.76283794	0.448440816
chr6_17687630	6	72.76433232	0.453798435
chr6_17687655	6	72.84582941	0.622238315
chr6_17687658	6	72.92321435	0.521045224
chr6_17687671	6	72.92775897	0.390302786
chr6_17687673	6	72.92775997	0.368546647
chr6_17687679	6	73.00284435	0.303050339
chr6_17689345	6	73.23388805	0.223242732
chr6_17689410	6	73.42391694	0.198893119
chr6_17689412	6	73.42391794	0.198892474
chr6_17689447	6	73.60835244	0.129646389
chr6_17706726	6	73.74239238	0.203653271
chr6_17706771	6	73.74541359	0.106605642
chr6_17712066	6	73.83292882	0.00620296
chr6_17826424	6	73.83331967	0.008151361
chr6_17803422	6	73.83332067	0.008156946
chr6_17733693	6	73.83594088	0.029812319
chr6_17733668	6	73.83594188	0.029798802
chr6_17716994	6	73.83594288	0.028935733
chr6_17733652	6	73.83594388	0.028935474
chr6_17735243	6	73.83594488	0.028935253
chr6_17733901	6	73.83594588	0.028935037
chr6_17910829	6	73.92123176	0.173278172
chr6_17924314	6	74.00238403	0.283930251
chr6_17928001	6	74.00726532	0.298353387
chr6_17938713	6	74.09110628	0.425990777
chr6_17939078	6	74.29898841	0.219002946
chr6_17939745	6	74.35924191	0.088595006
chr6_19857835	6	74.35924291	0.088594804
chr6_19866122	6	74.35924391	0.088594831
chr6_19921918	6	74.36703821	0.087275347
chr6_17939652	6	74.40606399	0.112483292
chr6_17945804	6	74.40606499	0.112484188
chr6_17939314	6	74.40606599	0.112485085
chr6_20153585	6	74.40606699	0.112485982
chr6_20153581	6	74.40606799	0.112486879
chr6_20153596	6	74.40956655	0.177512552
chr6_20153597	6	74.40956755	0.177515166
chr6_20151730	6	74.40956855	0.177517779
chr6_20156813	6	74.45594845	0.270748676
chr6_20156922	6	74.53857694	0.24619765
chr6_20156924	6	74.54002715	0.245482094
chr6_20159479	6	74.56247777	0.276861694
chr6_20159481	6	74.56247877	0.276862076
chr6_20159082	6	74.56247977	0.276862457
chr6_20163608	6	74.58493039	0.249273309
chr6_20160498	6	74.58493139	0.249208081
chr6_20163616	6	74.58637173	0.221268122
chr6_20163644	6	74.58637273	0.22126812
chr6_20176690	6	74.67690302	0.221254378
chr6_20223475	6	74.70212811	0.179388958
chr6_20294726	6	74.70212911	0.179387146
chr6_20223455	6	74.70213011	0.179385333
chr6_20308427	6	74.70213111	0.179383521
chr6_20223499	6	74.70213211	0.179381708
chr6_20219166	6	74.70213311	0.179379896
chr6_20219175	6	74.70213411	0.179378083
chr6_20218958	6	74.70213511	0.17937627
chr6_20308327	6	74.70213611	0.179374457
chr6_20223556	6	74.70213711	0.179372644
chr6_20223494	6	74.70213811	0.179370831
chr6_20194819	6	74.70213911	0.179369018
chr6_20219213	6	74.70214011	0.179367205
chr6_20219277	6	74.70214111	0.179365391
chr6_20218993	6	74.70214211	0.179363578
chr6_20178708	6	74.74715986	0.179500243
chr6_20308324	6	75.31245043	0.64461317
chr6_20256526	6	75.31245143	0.644613067
chr6_20308567	6	75.31245243	0.644612965
chr6_20244806	6	75.31245343	0.644612862
chr6_20308312	6	75.31245443	0.644612759
chr6_20244749	6	75.31245543	0.644612657
chr6_20249607	6	75.31245643	0.644612554
chr6_20308318	6	75.31245743	0.644612451
chr6_20309074	6	75.60778001	0.552088446
chr6_20309053	6	75.60778101	0.552088548
chr6_20310835	6	76.94046176	0.682487105
chr6_20311156	6	77.71479917	0.68249162
chr6_20312041	6	78.1121036	0.682486649
chr6_20338552	6	78.52915095	0.615280998
chr6_20408286	6	78.67967684	0.591491991
chr6_20417222	6	78.68956238	0.59046114
chr6_20417099	6	78.68956338	0.590461184
chr6_20738513	6	78.84816478	0.580830459
chr6_20767038	6	78.99147852	0.753207641
chr6_20845473	6	79.03251235	0.258606766
chr6_20819792	6	79.03251335	0.258407763
chr6_20767815	6	79.03251435	0.258396914
chr6_20973136	6	79.03251535	0.258197917
chr6_20767663	6	79.03251635	0.25818707
chr6_20767610	6	79.03251735	0.258176266
chr6_20972767	6	79.03251835	0.25816542
chr6_20974309	6	79.11983457	0.571094498
chr6_20770223	6	79.11983557	0.571094506
chr6_20769576	6	79.11983657	0.571013086
chr6_20976640	6	79.44503923	0.414370005
chr6_21013955	6	79.44655077	0.414601268
chr6_21013960	6	80.77923151	0.114956702
chr6_21015699	6	81.46949822	0.108976884
chr6_21052921	6	81.49635865	0.047883419
chr6_21098580	6	81.49635965	0.047881609
chr6_21053420	6	81.49636065	0.047879799
chr6_21105112	6	81.5262147	0.015689613
chr6_21105149	6	81.57728661	0.016317782
chr6_21105148	6	81.57728761	0.016317799
chr6_21116756	6	81.57728861	0.016317816
chr6_21121321	6	82.35450471	0.079676056
chr6_21121336	6	82.35450571	0.079676233
chr6_21131710	6	82.87161134	1.101942738
chr6_21146012	6	82.92296803	0.693924257
chr6_21145651	6	82.92296903	0.693914135
chr6_21145982	6	82.92297003	0.693904014
chr6_21145666	6	82.92297103	0.693893893
chr6_21145911	6	82.92297203	0.693883014
chr6_21145863	6	82.92297303	0.682443227
chr6_21146052	6	83.02125501	0.706083852
chr6_21156389	6	83.12802165	0.65479918
chr6_21322961	6	83.12802265	0.654798616
chr6_21292792	6	83.12802365	0.654798052
chr6_21311996	6	83.12802465	0.654797488
chr6_21288508	6	83.12802565	0.654796924
chr6_21286856	6	83.12802665	0.654796359
chr6_21262616	6	83.12802765	0.654795795
chr6_21288480	6	83.12802865	0.654795231
chr6_21345108	6	83.12802965	0.654794667
chr6_21287866	6	83.12803065	0.654794103
chr6_21289098	6	83.12803165	0.654793539
chr6_21237377	6	83.12803265	0.654792975
chr6_21156813	6	83.12803365	0.654792411
chr6_21294542	6	83.12803465	0.654791847
chr6_21292610	6	83.12803565	0.654791283
chr6_21286866	6	83.12803665	0.654790719
chr6_21312056	6	83.13272624	0.652231099
chr6_21287661	6	83.13272724	0.652230577
chr6_21373027	6	83.13272824	0.652230055
chr6_21146178	6	83.14931684	0.721891136
chr6_21176471	6	83.14931784	0.721896441
chr6_21196998	6	83.14931884	0.721901747
chr6_21230800	6	83.14931984	0.721907053
chr6_21230826	6	83.14932084	0.72191236
chr6_21565898	6	83.37074119	1.829548929
chr6_21497195	6	83.37074219	1.829544785
chr6_21439294	6	83.37074319	1.829540642
chr6_21962256	6	83.37074419	1.829536499
chr6_21845637	6	83.37074519	1.829532355
chr6_21635232	6	83.37074619	1.829528212
chr6_21499851	6	83.37074719	1.829524069
chr6_21990423	6	83.37074819	1.829519925
chr6_21386632	6	83.37074919	1.829515782
chr6_21921305	6	83.37075019	1.829511638
chr6_21969704	6	83.37075119	1.829507495
chr6_21783711	6	83.46357774	1.571530123
chr6_21783826	6	83.46592303	1.440509149
chr6_21783837	6	83.46592403	1.440509082
chr6_21981866	6	83.46592503	1.440509018
chr6_21783844	6	83.46592603	1.440508951
chr6_21831994	6	83.46592703	1.440508887
chr6_21783843	6	83.46592803	1.44050882
chr6_21783859	6	83.46592903	1.440508757
chr6_21783727	6	83.46593003	1.440508693
chr6_21783878	6	83.46593103	1.44050865
chr6_22016378	6	83.56735332	1.430586101
chr6_22051563	6	83.86199913	1.213373627
chr6_22051570	6	83.86200013	1.213371765
chr6_22051533	6	83.86200113	1.213369902
chr6_22142352	6	83.86200213	1.21336804
chr6_22051549	6	83.86200313	1.213366177
chr6_22051551	6	83.86200413	1.213364315
chr6_22051947	6	83.86200513	1.213362452
chr6_22061922	6	83.86200613	1.21336059
chr6_22051978	6	83.86200713	1.213358727
chr6_22097953	6	83.86855636	1.160847928
chr6_22061422	6	83.86855736	1.160845699
chr6_22097343	6	83.86855836	1.160843471
chr6_22150402	6	83.86855936	1.160841243
chr6_22061418	6	83.86856036	1.160839014
chr6_22064975	6	83.86856136	1.160836786
chr6_22061420	6	83.86856236	1.160834558
chr6_22094970	6	83.86856336	1.160832329
chr6_22142337	6	83.86856436	1.160830101
chr6_22161193	6	84.41824991	0.278688951
chr6_22183963	6	84.65479708	0.293285097
chr6_22161485	6	84.65479808	0.293285156
chr6_22161590	6	84.65479908	0.293285216
chr6_22161575	6	84.65480008	0.293285275
chr6_22186451	6	84.65865719	0.293471022
chr6_22223549	6	84.75594759	0.288999238
chr6_22223594	6	84.75594859	0.288999194
chr6_22262035	6	84.91831689	0.271911939
chr6_22262153	6	85.67740826	0.201288026
chr6_22264474	6	86.41713413	0.518321299
chr6_22264284	6	86.41713513	0.518321354
chr6_22266708	6	86.41713613	0.518321409
chr6_22285940	6	86.60819992	0.511577967
chr6_22285959	6	86.83799427	0.562054602
chr6_22285991	6	86.83799527	0.562054594
chr6_22294168	6	87.07064858	0.561771718
chr6_22294878	6	87.17600976	0.710142897
chr6_22295058	6	87.18046817	0.705461677
chr6_22306568	6	87.24923464	0.733555305
chr6_22366031	6	87.30710396	0.549835008
chr6_22344213	6	87.30710496	0.549831763
chr6_22345752	6	87.30710596	0.549828518
chr6_22344227	6	87.30710696	0.549825274
chr6_22344222	6	87.30710796	0.549822029
chr6_22311801	6	87.30710896	0.549818784
chr6_22345882	6	87.30710996	0.549815539
chr6_22344228	6	87.30711096	0.549812295
chr6_22394492	6	87.31662294	0.518303303
chr6_22394500	6	87.31662394	0.518299929
chr6_22337544	6	87.45966149	0.497625349
chr6_22339580	6	87.4638467	0.500881752
chr6_22345581	6	87.4638477	0.500882407
chr6_22340992	6	87.4638487	0.500882886
chr6_22350671	6	87.46803434	0.502394882
chr6_22380910	6	87.47646167	0.502590713
chr6_22383092	6	87.47646267	0.502590522
chr6_22379494	6	87.47646367	0.502590331
chr6_22384112	6	87.47646467	0.50259014
chr6_22379515	6	87.47646567	0.502589949
chr6_22406670	6	87.47646667	0.502589758
chr6_22434861	6	87.47646767	0.502589567
chr6_22379535	6	87.47646867	0.502589375
chr6_22379430	6	87.47646967	0.502589184
chr6_22353808	6	87.47647067	0.502588993
chr6_22394502	6	87.54850825	0.413707572
chr6_22435793	6	87.62072768	0.413699541
chr6_22602891	6	87.70402095	0.41369954
chr6_22440044	6	87.70402195	0.41369954
chr6_22440039	6	87.70402295	0.41369954
chr6_22574503	6	87.70402395	0.41369954
chr6_22467200	6	87.73068366	0.433328347
chr6_22657487	6	87.73777071	0.439268163
chr6_22575267	6	87.73777171	0.43926902
chr6_22657497	6	87.73777271	0.439269877
chr6_22575245	6	87.73777371	0.439270734
chr6_22601396	6	87.73777471	0.439271591
